id,name,addr,lat,lng,dong
204,천지약국,"제주특별자치도 제주시 1100로 3347, 1층 ",33.4848372184625,126.479605628771,노형동
205,해모로약국,"제주특별자치도 제주시 연삼로 305, 101호 ",33.4923853689194,126.525167130007,도남동
206,올레약국,"제주특별자치도 제주시 도령로 64, 1층 ",33.4891674212577,126.485335865845,연동
207,365약국,"제주특별자치도 제주시 서해안로 161, 1층 ",33.5040159739566,126.466051763303,도두일동
208,월정온누리약국,"제주특별자치도 제주시 구좌읍 해맞이해안로 486, 월정애비뉴 101호",33.5547235169193,126.798870946339,구좌읍 월정리
209,대동약국,"제주특별자치도 제주시 애월읍 곽지5길 1, 1층",33.448565510828,126.307548418224,애월읍 곽지리
210,더한빛약국,"제주특별자치도 제주시 중앙로 380, 1층 ",33.4882533859825,126.539386069529,이도이동
211,두리약국,"제주특별자치도 제주시 수덕로 41, 1층 ",33.4861483341127,126.472784599759,노형동
212,한라프라자약국,"제주특별자치도 제주시 삼무로 46, 1층 ",33.4896484476898,126.491545207446,연동
213,진약국,"제주특별자치도 제주시 연북로 28, 1층 ",33.4816780028989,126.484364060661,노형동
214,으뜸약국,"제주특별자치도 제주시 노형로 376, 1층 ",33.483414723833,126.476126253122,노형동
215,애월약국,제주특별자치도 제주시 애월읍 애월로11길 6-2,33.464855408146,126.320611838422,애월읍 애월리
216,서사라튼튼약국,제주특별자치도 제주시 서사로 137 ,33.5001420911967,126.520055246037,삼도일동
217,민성약국,"제주특별자치도 제주시 중앙로 543, 1층 ",33.4750146577237,126.545746368652,아라일동
218,신창약국,제주특별자치도 제주시 한경면 두신로 75,33.34985647903,126.182806606152,한경면 신창리
219,아라동대한약국,제주특별자치도 제주시 아란13길 10 ,33.4691172749235,126.546426257734,아라일동
220,노형한마음약국,"제주특별자치도 제주시 도령로 7, 1층 ",33.4866698393292,126.48011049475,노형동
221,아라종합약국,"제주특별자치도 제주시 아란13길 20, 101호 ",33.4690719379462,126.545543717565,아라일동
222,현재약국,제주특별자치도 제주시 한림읍 한림로 650,33.4136857622942,126.262828036388,한림읍 한림리
223,대한약국,제주특별자치도 제주시 조천읍 조함해안로 488-6,33.542303837388,126.664635344258,조천읍 함덕리
224,해오름약국,제주특별자치도 제주시 동광로 107 ,33.5063922715212,126.538755973917,일도이동
225,세화약국,제주특별자치도 제주시 구좌읍 세화10길 1,33.5208355861818,126.858782714682,구좌읍 세화리
226,하귀약국,제주특별자치도 제주시 애월읍 하귀로 35,33.4803467441823,126.40098470745,애월읍 하귀2리
227,행복약국,"제주특별자치도 제주시 중앙로 337, 104호 ",33.4914901645134,126.537246969878,이도이동
228,우리동네약국,제주특별자치도 제주시 중앙로 355 ,33.4901723073159,126.538529182466,이도이동
229,이화약국,"제주특별자치도 제주시 임항로 191, 1층 ",33.5219764039135,126.543440319692,건입동
